域名	解析IP	开放端口	WEB服务器	网站状态
leadership.tencent.com	0.0.0.1	-	端口未开放	端口未开放
speech.tencent.com	0.0.0.1	-	端口未开放	端口未开放
trip.tencent.com	193.112.232.18	80,443	Microsoft-IIS/7.5	80:(403) 已禁止
gas.tencent.com	14.17.19.40	443	Play! Framework;1.4.2;prod	443:正常访问
shadow.tencent.com	0.0.0.1	-	端口未开放	端口未开放
brain.tencent.com	0.0.0.1	-	端口未开放	端口未开放
sky.tencent.com	59.37.96.241	80,443	nginx	80:(403) 已禁止
hire.tencent.com	183.232.93.167	80,443	nginx/1.10.2	80:正常访问
translate.tencent.com	0.0.0.1	-	端口未开放	端口未开放
star.tencent.com	10.133.1.116	-	端口未开放	端口未开放
blade.tencent.com	111.230.174.216	80,443	Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16	80:正常访问
signature.tencent.com	163.177.71.142,223.167.104.44	80,443	nginx	80:正常访问
pot.tencent.com	183.3.240.33	-	端口未开放	端口未开放
working.tencent.com	183.232.93.167	80,443	nginx/1.10.2	80:正常访问
notes.tencent.com	163.177.90.110	80,443	QZHTTP-2.38.18	80:正常访问
opportunities.tencent.com	183.232.93.167	80,443	nginx/1.10.2	80:正常访问
em.tencent.com	183.3.226.51	80,443	获取失败	80:-
investment.tencent.com	183.3.234.185	80,443	nginx	80:正常访问
fed.tencent.com	0.0.0.1	-	端口未开放	端口未开放
focus.tencent.com	125.39.83.112	80,443	获取失败	80:-
sketch.tencent.com	220.194.95.153	80,443	nginx	80:正常访问
interview.tencent.com	183.232.95.57	80,443	Apache	80:(404) 未找到
verify.tencent.com	163.177.68.211	80	Apache	80:(404) 未找到
drugs.tencent.com	0.0.0.1	-	端口未开放	端口未开放
precise.tencent.com	10.123.15.40	-	端口未开放	端口未开放
patrol.tencent.com	183.3.235.201	80,443	Apache/2.4.6 (CentOS) OpenSSL/1.0.2j PHP/5.4.16 mod_perl/2.0.9dev Perl/v5.16.3	80:正常访问
trace.tencent.com	14.116.136.195	80	Apache	80:正常访问
bid.tencent.com	0.0.0.1	-	端口未开放	端口未开放
chart.tencent.com	0.0.0.1	-	端口未开放	端口未开放
smart.tencent.com	183.60.118.220	80,443	nginx	80:(404) 未找到
2014.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
api.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
appstore.tencent.com	223.166.150.154,140.207.62.34	80,443	nginx	80:正常访问
avatar.tencent.com	0.0.0.1	-	端口未开放	端口未开放
