域名	解析IP	开放端口	WEB服务器	网站状态
lvs.lenovo.com.cn	43.255.225.247	80,443	-	80:(403) 已禁止
lbs.lenovo.com.cn	39.96.9.231	80	nginx	80:正常访问
mau.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
lms.lenovo.com.cn	114.247.140.84,124.127.169.84	80	Microsoft-IIS/7.5	80:(403) 已禁止
mbr.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mca.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mde.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mcn.lenovo.com.cn	223.202.62.232,223.202.62.231	-	端口未开放	端口未开放
mfr.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mes.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
min.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mit.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mjp.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mmx.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
mms.lenovo.com.cn	121.199.251.58	-	端口未开放	端口未开放
nsl.lenovo.com.cn	59.110.148.212	80,443		80:正常访问
muk.lenovo.com.cn	115.29.16.130	-	端口未开放	端口未开放
lva.lenovo.com.cn	39.107.149.30	80		80:正常访问
mus.lenovo.com.cn	54.215.241.186	-	端口未开放	端口未开放
pdl.lenovo.com.cn	47.94.120.88	443		443:正常访问
ota.lenovo.com.cn	39.107.211.181	80,443	-	80:(405) 不允许的方法
pms.lenovo.com.cn	114.247.140.173,124.127.169.173	80	Microsoft-IIS/8.5	80:正常访问
skm.lenovo.com.cn	110.84.129.35	80,443	Microsoft-IIS/7.5	80:(404) 未找到
smg.lenovo.com.cn	210.12.225.14,124.127.169.49	80,443		80:正常访问
srv.lenovo.com.cn	58.220.70.6	80,443	wswaf/2.8.0-10.el6	80:(404) 未找到
sho.lenovo.com.cn	59.110.148.212	80,443		80:正常访问
sdo.lenovo.com.cn	39.107.212.106	80,443	-	80:(405) 不允许的方法
vgs.lenovo.com.cn	47.95.65.78	443		443:正常访问
upe.lenovo.com.cn	101.201.169.180	80,443	-	80:(404) 未找到
yhq.lenovo.com.cn	221.122.108.125	80,443	-	80:(404) 未找到
yao.lenovo.com.cn	39.105.227.3	443		443:正常访问
anls.lenovo.com.cn	43.255.224.79	80	openresty/1.9.7.2	80:(403) 已禁止
daam.lenovo.com.cn	106.37.234.3	80,443	nginx	80:正常访问
dccs.lenovo.com.cn	115.182.62.215	80	Apache	80:(503) 服务器不可用
dhbs.lenovo.com.cn	59.110.91.6	80,443	openresty	80:正常访问
ewbs.lenovo.com.cn	47.95.170.121	80	openresty/1.11.2.3	80:正常访问
iiot.lenovo.com.cn	114.113.233.233	80,443	nginx/1.8.0	80:(500) 内部服务器错误
